Name,Company,Price,Star_Rating,Number_of_Ratings,Number_of_Reviews,Processor,RAM,Operating_System,Storage,Warranty
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0221TU Thin and Light Laptop,HP,51890.0,4.1,256.0,15.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Lenovo,84990.0,4.2,948.0,114.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
ASUS ROG Strix Scar 16 Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics...,ASUS,271990.0,4.2,281.5,24.0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,Windows 11,2.0,1.0
HP 15s Intel Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 15s-FQ2071TU Thin and...,HP,48199.0,4.2,281.5,24.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10,512.0,1.0
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",ASUS,34990.0,4.2,281.5,24.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,HP,36990.0,4.2,281.5,24.0,Intel Core 3 Processor,8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
MSI Katana 15 HX Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,MSI,142990.0,4.2,281.5,24.0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,64 bit Windows 11,1.0,2.0
ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVAB-Q50884X Thin and Light...,ASUS,48990.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A325-53 Thin and...,Acer,31990.0,4.2,281.5,24.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen Integrated Intel Iris Xe Graphics - (16 GB/512 GB SSD/Win...,Lenovo,64340.0,4.2,281.5,24.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,ASUS,30990.0,4.2,281.5,24.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,MOTOROLA,54990.0,4.2,281.5,24.0,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512.0,1.0
Acer Swift 14 AI Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) SF14-51 Thin and Light Laptop,Acer,89990.0,4.2,281.5,24.0,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,512.0,1.0
MSI Katana GF66 Intel Core i7 12th Gen 12650H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,MSI,84399.0,4.2,281.5,24.0,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,2.0
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...,DELL,66990.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",ASUS,49990.0,4.2,281.5,24.0,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
Lenovo Intel Core i5 13th Gen - (24 GB/512 GB SSD/Windows 11 Home/NVIDIA GeForce RTX RTX 3050 6GB) 83D...,Lenovo,94990.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),24 GB DDR5 RAM,Windows 11 Home,512.0,1.0
MSI Raider A18 HX AMD Ryzen 9 16 Core 7th Gen 7945HX - (32 GB/1 TB SSD/Windows 11 Pro/12 GB Graphics/N...,MSI,269990.0,4.2,281.5,24.0,AMD Ryzen 9 16 Core Processor (7th Gen),32 GB DDR5 RAM,Windows 11,1.0,2.0
MSI Crosshair 16 HX AI Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,MSI,205990.0,4.2,281.5,24.0,Intel Core Ultra 9 Processor,16 GB DDR5 RAM,64 bit Windows 11,1.0,2.0
ASUS Zenbook 14 OLED Intel EVO P Series Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Ho...,ASUS,104899.0,4.2,281.5,24.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512.0,1.0
ASUS Chromebook CX1 Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ04...,ASUS,14999.0,4.2,281.5,24.0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,512.0,1.0
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,Lenovo,33990.0,4.2,281.5,24.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
HP 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Lapto...,HP,38490.0,4.2,281.5,24.0,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
MSI Vector GP68HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVID...,MSI,249990.0,4.2,281.5,24.0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,Windows 11,1.0,2.0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,Lenovo,45490.0,4.2,281.5,24.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",ASUS,39990.0,4.2,281.5,24.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
MSI Vector 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,MSI,191990.0,4.2,281.5,24.0,Intel Core i7 Processor (14th Gen),32 GB DDR5 RAM,Windows 11,1.0,2.0
Anweshas Abstract Series 1075 Vinyl Laptop Skin Compatible for 15.6 inch,Anweshas,201.0,3.8,58.0,4.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
HP 14s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy5008TU Thin and Light ...,HP,36990.0,3.7,94.0,4.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,HP,110800.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,HP,176108.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,HP,176108.0,4.2,281.5,24.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
HP Envy x360 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0019AU Laptop,HP,87199.0,3.8,6.0,3.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11,512.0,1.0
Lonaar Vinyl Laptop Decal Skin StickeSkin - FoSkin - All 15.6 Inch LaptopSkin - 2411 Vinyl Laptop Skin...,Lonaar,207.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Samsung Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,Samsung,128199.0,4.3,6.0,2.0,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,512.0,1.0
SCOTLON _All Panel_Astrophysics_ Vinyl Laptop Skin Compatible for 15.5 inch,SCOTLON,248.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
BRITISH TERMINAL llap5116 Vinyl Laptop Skin Compatible for 15.6 inch,BRITISH,229.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Lonaar Vinyl Laptop Decal Skin For Bubble Free Installation All 15.6 Inch Laptop - 2465 Vinyl Laptop S...,Lonaar,207.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
DELL 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) OINS441100101RING10 Thin and L...,DELL,82490.0,4.2,281.5,24.0,Qualcomm Snapdragon X Plus Processor,16 GB LPDDR5 RAM,Windows 11,512.0,1.0
qth GRAPHICS LAP-5386 VINYL Reusable Laptop Skin Compatible for 15.6 inch,qth,144.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
BRITISH TERMINAL Laptop Skin Fully Waterproof Vinyl All Models (12X16inch) lap5224 Vinyl Laptop Skin C...,BRITISH,236.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
qth GRAPHICS LAP-5125 VINYL Reusable Laptop Skin Compatible for 15.6 inch,qth,144.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Gripp Silicone Keyboard Skin Thickness! (Only 0.08mm) for Apple MacBook Pro 13 inch (M2-2022) (M1-2020...,Gripp,890.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Regatech 14-FQ1011LA, 14-FQ1012LA, 14-FQ1020CA, 14-FQ1021NR Internal Laptop-size Laptop Keyboard Compa...",Regatech,999.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Regatech CQ57-413SR, CQ57-413TU, CQ57-414TU Internal Laptop-size Laptop Keyboard Compatible with Deskt...",Regatech,799.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"BESTYLISH Core i7-9700 [12M Cache, Up to 4.70 GHz]/32GB RAM/1024GB SSD ELITEDESK [FYH] - Windows 11 Pr...",BESTYLISH,49998.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),RAM: 32 GB,Windows 11 Pro,512.0,1.0
"i-Birds ® cartoond Exclusive High Quality Laptop Decal, laptop skin sticker 15.6 inch (15 x 10) Inch i...",i-Birds,249.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Vishanrahul Laptop Stand 7 Angles Adjustable Aluminum Portable Desktop Holder Aluminium Desk Stand Lap...,Vishanrahul,299.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"BESTYLISH EliteDesk Core i7-9700 [12M Cache, 3.00 GHz]/32GB RAM/1TB SSD [FHP] - Windows 11 Pro, Intel ...",BESTYLISH,49998.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),RAM: 32 GB,Windows 11 Pro,512.0,1.0
"Regatech X52F-EX894V, X52J, X52JR, X53, X53B, X53E-SX082V Internal Laptop-size Laptop Keyboard Compati...",Regatech,705.0,4.5,2.0,1.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
WALLTON Full Laptops Skin Bubble-Free HD Quality Sticker Back - 40 Printing Vinyl Reusable Laptop Skin...,WALLTON,200.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"BESTYLISH ELITEDESK Core i7 (9th Gen) [12M Cache, 3.00 GHz]/32GB RAM/1TB SSD [EYE] - Windows 11 Pro, I...",BESTYLISH,49998.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),RAM: 32 GB,Windows 11 Pro,512.0,1.0
Vishanrahul Laptop stand Mini Premium Metal Portable Laptop Stand Non-Slip Base Tabletop Riser 10-17 I...,Vishanrahul,299.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"BESTYLISH Intel Core i7-9700 [12M Cache, 3.00 GHz]/32GB RAM/1024GB SSD ELITEDESK [FYN] - Windows 11 Pr...",BESTYLISH,49998.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),RAM: 32 GB,Windows 11 Pro,512.0,1.0
"Regatech 15-D034DX, 15-D034TU, 15-D035DX, 15-D036DX Internal Laptop-size Laptop Keyboard Compatible wi...",Regatech,999.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
"Regatech 14S-CF3068TU, 14S-CF3069TU, 14S-CF3070TU, 14S-CF30712U Internal Laptop-size Laptop Keyboard C...",Regatech,999.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,HP,27250.0,3.9,283.0,26.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",256.0,1.0
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,ASUS,54990.0,4.3,1806.0,129.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR5 RAM,Windows 11 Home,512.0,1.0
Lenovo Idea Pad Slim 3 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 83K100C9IN T...,Lenovo,65990.0,3.8,10.0,0.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 15 G9 Thin and Light L...,HP,33990.0,4.0,214.0,13.0,AMD Ryzen 3 Dual Core Processor,16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",ASUS,65590.0,4.2,1292.0,78.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6A4HN/A,Apple,130699.0,5.0,7.0,1.0,Apple M4 Processor,24 GB Unified Memory RAM,Mac OS,512.0,1.0
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,HP,58599.0,4.3,3104.0,161.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,HP,23190.0,3.9,2031.0,164.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome,512.0,1.0
HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L...,HP,35990.0,4.1,45.0,4.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i7 13th Gen 1362...",ASUS,66990.0,4.4,126.0,5.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
Colorful Evol P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,Colorful,90199.0,4.2,89.0,14.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,2.0
DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RINB1O Thin and ...,DELL,42900.0,4.2,389.0,30.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP 15 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Lapto...,HP,36990.0,4.0,75.0,6.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,Lenovo,35990.0,3.6,13.0,0.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,DELL,35299.0,4.2,1190.0,69.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
HP AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home) 15-fc1004AU Thin and Light Laptop,HP,39990.0,3.9,87.0,4.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,Windows 11,512.0,1.0
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Lenovo,72990.0,4.3,1396.0,92.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
"ASUS Vivobook Go 15, 12th Gen, Equivalent to Intel 12th Gen, Intel Core i3 N305 - (8 GB/512 GB SSD/Win...",ASUS,30499.0,4.3,339.0,29.0,Intel Core i3 Processor,8 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,Lenovo,69990.0,4.4,523.0,54.0,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,Windows 11,512.0,1.0
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,ASUS,55990.0,4.3,1806.0,129.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Ligh...,Lenovo,35990.0,3.9,88.0,4.0,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
"ASUS Vivobook 15 (2025) with Touchscreen & Backlit Keyboard, Intel Core i3 13th Gen 1315U - (8 GB/512 ...",ASUS,38990.0,3.9,41.0,4.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,HP,113990.0,4.1,325.0,22.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11,1.0,1.0
Acer Aspire 7 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4...,Acer,69990.0,4.4,16.0,1.0,Intel Core 5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Home,512.0,1.0
HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Lapt...,HP,30990.0,4.1,4004.0,295.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,Windows 11,512.0,1.0
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70...,ASUS,14999.0,3.9,7.0,3.0,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome,512.0,1.0
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,HP,37999.0,4.0,215.0,13.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,Lenovo,30499.0,4.2,2248.0,191.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512.0,1.0
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphic...,ASUS,70990.0,4.0,67.0,7.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Home,1.0,1.0
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light L...,HP,48990.0,4.4,867.0,81.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10,512.0,1.0
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,HP,32490.0,3.5,26.0,1.0,AMD Ryzen 3 Quad Core Processor,16 GB LPDDR5 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
ASUS Vivobook 15 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ541WS Thin and Ligh...,ASUS,49990.0,3.9,32.0,1.0,Intel Core 5 Processor,16 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Lenovo,57500.0,4.3,1965.0,140.0,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,Windows 11,512.0,1.0
Avita SATUS S111 Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CG La...,Avita,14989.0,3.6,1442.0,171.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Home,128.0,1.0
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 22...",ASUS,68990.0,4.4,154.0,14.0,Intel Core Ultra 5 Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home...,DELL,55990.0,4.2,358.0,16.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11,1.0,1.0
HP 255 G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapt...,HP,33790.0,4.2,40.0,4.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11,512.0,1.0
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...",DELL,40800.0,4.1,213.0,14.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
HP Victus Intel Core i5 14th Gen 14450HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,HP,86990.0,4.3,286.0,17.0,Intel Core i5 Processor (14th Gen),24 GB DDR5 RAM,Windows 11 Home,512.0,1.0
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,HP,48500.0,4.2,455.0,21.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC((i5 14th gen) Intel Core 5 210...",ASUS,80431.0,4.2,350.0,25.0,Intel Core 5 Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
HP Professional Intel Core i5 13th Gen 1334U Turbo Boost - (16 GB/512 GB SSD/Windows 11 Pro) 250 G10 T...,HP,51499.0,3.9,58.0,0.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,"Windows 11 Pro, Microsoft Office 2021 Pro",512.0,1.0
ASUS VivoBook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin...,ASUS,35699.0,4.3,640.0,58.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11,256.0,1.0
HP 245 G10 Backlit + FingerPrint (2025) AMD Ryzen 3 Quad Core 7330U - (16 GB/512 GB SSD/Windows 11 Hom...,HP,34990.0,4.2,281.5,24.0,AMD Ryzen 3 Quad Core Processor,16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
HP Professional Intel Core i5 13th Gen 1334U Turbo Boost Finger Print - (8 GB/512 GB SSD/Windows 11 Pr...,HP,50490.0,3.6,5.0,1.0,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,"Windows 11 Pro, Microsoft Office 2021 Pro",512.0,1.0
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,ASUS,36099.0,4.3,484.0,47.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2511TU Thin and Light L...,HP,37789.0,4.3,6374.0,471.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
